year,month,week,name,articles,facebook,googleplus,twitter
2012,4,16,Guardian staff,1,1407,22,188
2012,4,16,Press Association,120,5992,51,3228
2012,4,16,Ewan Murray at Augusta,1,1,0,6
2012,4,16,Lawrence Donegan at Augusta,1,18,0,31
2012,4,16,Sarah Hughes,1,18,0,25
2012,4,16,Associated Press,47,1834,39,1454
2012,4,16,David Lengel,2,4,0,10
2012,4,16,Keith Stuart,9,65,5,474
2012,4,16,Adam Lopez,1,3000,15,281
2012,4,16,Jacob Steinberg,6,202,1,178
2012,4,16,James Riach,1,32,1,31
2012,4,16,Simon Burnton,4,285,6,255
2012,4,16,Andrew Sparrow,2,0,0,16
2012,4,16,Guardian readers,10,264,0,119
2012,4,16,Alice Bell,1,288,3,109
2012,4,16,Princess Megan,1,0,0,17
2012,4,16,GrrlScientist,17,71,43,315
2012,4,16,Phil Maynard,1,171,1,62
2012,4,16,Andy Gallagher,4,317,2,158
2012,4,16,Hélène Mulholland,10,828,15,573
2012,4,16,Martin Wainwright,8,177,2,271
2012,4,16,Mathilda Gregory,1,10,0,30
2012,4,16,Dave Hill,7,137,1,204
2012,4,16,David Rowntree,1,35,0,40
2012,4,16,Stuart Heritage,6,179,1,150
2012,4,16,Peter Walker,4,186,0,194
2012,4,16,Victoria Bekiempis,1,359,6,75
2012,4,16,Nick Spencer,1,10,3,35
2012,4,16,David Brindle,1,1008,3,413
2012,4,16,Greg Wood,7,16,0,87
2012,4,16,Mark Tallentire,1,7,0,8
2012,4,16,David Barnett,1,179,1,125
2012,4,16,Sid Lowe,4,419,10,357
2012,4,16,Jonathan Jones,10,346,4,256
2012,4,16,Alan Connor,2,9,1,27
2012,4,16,Paolo Bandini,2,22,0,56
2012,4,16,Ana Marie Cox,3,93,1,69
2012,4,16,Adam Boult,7,76,0,151
2012,4,16,Ed Yong,1,111,14,59
2012,4,16,Dominic Fifield,7,221,0,226
2012,4,16,Mark Lawson,3,51,3,71
2012,4,16,John Burn-Murdoch,5,189,30,344
2012,4,16,Paul Weaver,6,463,8,848
2012,4,16,Ian Black,17,1054,31,1391
2012,4,16,,14,20345,80,4335
2012,4,16,agencies,32,2307,50,1848
2012,4,16,Jill Robinson,1,2,0,14
2012,4,16,Paul Haydon,1,98,1,35
2012,4,16,Paul Allen,1,0,0,6
2012,4,16,Bob Moon,1,25,0,19
2012,4,16,Roy Nevitt,1,25,0,19
2012,4,16,Anna Little,1,418,0,22
2012,4,16,Laurence Topham,1,418,0,22
2012,4,16,Mustafa Khalili,1,418,0,22
2012,4,16,James Westcott,1,97,11,126
2012,4,16,Patrick Wintour,19,787,13,1343
2012,4,16,Dan Milmo,7,240,8,283
2012,4,16,Carol Rumens,1,19,0,20
2012,4,16,Faultline Fiction Fanatics (group member),1,2,0,18
2012,4,16,Joe Prince-Wright,1,3,0,10
2012,4,16,Steve Busfield,1,3,0,10
2012,4,16,Dominic Rushe,12,680,15,1287
2012,4,16,Naomi Wolf,1,64,0,89
2012,4,16,Lord Avebury,1,366,5,596
2012,4,16,others,1,366,5,596
2012,4,16,Clar Ni Chonghaile,1,274,0,80
2012,4,16,Robert Booth,7,12908,65,2707
2012,4,16,David Smith,6,995,13,440
2012,4,16,Jill Treanor,11,347,9,298
2012,4,16,Stefan Stern,1,14,1,89
2012,4,16,Simon Goodley,6,25,4,185
2012,4,16,Tania Branigan,13,439,59,784
2012,4,16,John Hooper,2,211,8,220
2012,4,16,north-west Italy,1,113,1,142
2012,4,16,Marc Abrahams,1,228,9,57
2012,4,16,Aisha Gill,1,81,0,54
2012,4,16,Khatun Sapnara,1,81,0,54
2012,4,16,Rhona,1,0,0,14
2012,4,16,Maya,1,0,0,14
2012,4,16,aged 1,1,0,0,14
2012,4,16,Ian McCourt,4,24,0,151
2012,4,16,Emma Graham-Harrison,9,1047,6,266
2012,4,16,Louise Taylor at St James' Park,1,14,0,21
2012,4,16,Paul Wilson at Goodison Park,1,5,0,19
2012,4,16,David Hytner at White Hart Lane,1,67,0,42
2012,4,16,Lawrence Donegan at Augusta National,1,4,0,13
2012,4,16,Ryan Devereaux,4,294,5,39
2012,4,16,Godfrey Mapondera,1,220,1,45
2012,4,16,David Hearst,1,43,0,26
2012,4,16,Alexandra Topping,3,4682,17,583
2012,4,16,Ed Pilkington,9,1016,22,394
2012,4,16,Jamie Thomson,1,50,0,14
