year,month,week,name,articles,facebook,googleplus,twitter
2012,4,17,Associated Press,44,4211,94,1349
2012,4,17,Afua Hirsch,2,198,3,78
2012,4,17,Sarah Hughes,1,25,2,29
2012,4,17,David Lengel,2,9,0,17
2012,4,17,Garry Blight,1,589,77,546
2012,4,17,Ændrew Rininsland,3,721,93,899
2012,4,17,Simon Rogers,9,2091,188,2004
2012,4,17,Paul Torpey,1,589,77,546
2012,4,17,Ian Katz,3,4139,456,2827
2012,4,17,Guy Grandjean,3,474,6,139
2012,4,17,Reuters,5,308,18,220
2012,4,17,Press Association,104,2614,129,2425
2012,4,17,Les Roopanarine,1,123,0,38
2012,4,17,Helen Nugent,1,29,1,67
2012,4,17,Alistair Cooke,1,4,0,13
2012,4,17,Steve Hewlett,1,2,1,23
2012,4,17,Madeleine Cuff,1,10,0,39
2012,4,17,Toby Manhire,1,104,3,31
2012,4,17,Charles Arthur,16,824,125,1930
2012,4,17,agencies,16,1270,60,1434
2012,4,17,Stuart Dredge,8,181,22,687
2012,4,17,Barney Ronay,5,75,1,81
2012,4,17,John Ashdown,3,102,0,89
2012,4,17,Jacob Steinberg,4,141,1,164
2012,4,17,Ross Morrison McGill,1,15,1,90
2012,4,17,Purple Unicorns (group member),7,6,0,59
2012,4,17,David Cox,1,16,0,54
2012,4,17,Edward Davie,1,23,0,27
2012,4,17,Nick Spencer,1,12,3,22
2012,4,17,GrrlScientist,9,40,14,137
2012,4,17,Arun Marsh,6,28,1,55
2012,4,17,Hannah Fearn,3,16,0,71
2012,4,17,Polly Curtis,5,828,9,406
2012,4,17,Gwyneth Lewis,1,46,1,35
2012,4,17,Dick Vinegar,2,5,0,33
2012,4,17,Thomas Coward,1,1,0,19
2012,4,17,Andrew Motion,1,62,4,107
2012,4,17,John Plunkett,13,710,12,765
2012,4,17,Sue Quinn,1,228,6,347
2012,4,17,Nick Fletcher,25,37,3,246
2012,4,17,Stephen Moss,4,479,10,275
2012,4,17,Luke Martin,1,11,1,33
2012,4,17,Monkey,10,562,8,543
2012,4,17,Mark Smith,1,15,3,19
2012,4,17,Patrick Wintour,18,1278,22,1053
2012,4,17,Hélène Mulholland,14,422,12,616
2012,4,17,Hilary Osborne,5,671,9,215
2012,4,17,Anthony Douglas,1,40,0,33
2012,4,17,James Ball,8,2531,225,2164
2012,4,17,Gines Haro Pastor,4,0,0,0
2012,4,17,Guardian music,3,1888,11,214
2012,4,17,Justin McCurry,3,149,5,86
