year,month,week,name,articles,facebook,googleplus,twitter
2012,4,18,Graham Parker,4,44,0,79
2012,4,18,Press Association,132,3807,73,3615
2012,4,18,Barney Ronay at Loftus Road,1,5,0,26
2012,4,18,Guardian staff,4,3682,266,537
2012,4,18,Louise Taylor at the Riverside Stadium,1,0,0,20
2012,4,18,Hélène Mulholland,8,908,8,536
2012,4,18,Colin Horgan,4,1185,6,78
2012,4,18,Hilary Osborne,7,228,8,275
2012,4,18,Caroline Fiennes,1,59,5,51
2012,4,18,Associate Press,2,45,2,48
2012,4,18,Angelique Chrisafis,9,1858,66,628
2012,4,18,Keith Stuart,13,1493,93,964
2012,4,18,David Smith,4,243,10,251
2012,4,18,Chris Hoy,1,18,1,26
2012,4,18,Stuart Dredge,10,135,34,727
2012,4,18,Jon Butterworth,1,46,5,11
2012,4,18,Steve Hewlett,1,2,2,26
2012,4,18,Associated Press,51,4468,184,2048
2012,4,18,Florida,1,59,2,18
2012,4,18,Richard Adams,4,40,1,109
2012,4,18,Sarah Hughes,1,37,0,16
2012,4,18,Andrew Bibby,1,0,0,0
2012,4,18,Jacob Steinberg,3,228,12,171
2012,4,18,Rob Smyth,6,338,8,203
2012,4,18,Gregg Roughley,1,43,7,45
2012,4,18,Susie Steiner,1,103,0,21
2012,4,18,Charles Arthur,16,796,76,1647
2012,4,18,Paul Dix,1,55,0,54
2012,4,18,Adam Boult,7,63,2,141
2012,4,18,Nick Spencer,1,9,2,18
2012,4,18,Dick Vinegar,1,31,5,22
2012,4,18,Brian Robson,1,5,0,22
2012,4,18,Adrian Davey,1,27,2,28
2012,4,18,Monkey,5,30,3,179
2012,4,18,GrrlScientist,21,911,59,338
2012,4,18,Peter Walker,8,1913,36,909
2012,4,18,Neil Thompson,1,31,2,24
2012,4,18,Christine Ockrent,1,9,2,13
2012,4,18,David Hytner,3,50,0,124
2012,4,18,Karen Homer,1,90,7,71
2012,4,18,Nick Fletcher,21,358,16,516
2012,4,18,Jean-Louis Gassée,1,67,6,130
2012,4,18,Jamie Andrews,1,82,2,49
2012,4,18,Neil Hopkins,1,3,0,12
2012,4,18,Jenny Purt <a href="http://www.guardian.co.uk/guardian-professional" title="Guardian Professional Network">Guardian Professional Network</a>,1,26,0,45
2012,4,18,David Archer,1,394,9,116
2012,4,18,Mike Robinson,1,62,3,27
2012,4,18,Laura Davies,1,5,0,31
2012,4,18,Dan Milmo,8,57,4,155
2012,4,18,Josh Halliday,13,1947,46,1428
2012,4,18,Sean Michaels,9,1297,12,291
2012,4,18,Sid Lowe,10,1376,45,991
2012,4,18,Gines Haro Pastor,2,0,0,0
2012,4,18,Theo Hobson,1,58,3,27
2012,4,18,Kate Hodge,6,16,0,21
2012,4,18,Tim Rutherford-Johnson,1,38,0,24
2012,4,18,Frédéric Filloux,1,13,5,121
2012,4,18,Harriet Sherwood,6,21498,88,1200
2012,4,18,<a href="http://www.guardian.co.uk/profile/rebecca-ratcliffe" title="">Rebecca Ratcliffe</a>,1,117,3,86
2012,4,18,Paolo Bandini,2,112,1,38
2012,4,18,Anne Billson,1,362,11,148
2012,4,18,Bella Mackie,3,0,0,3
2012,4,18,John Plunkett,7,1533,32,839
2012,4,18,Ben Child,11,1072,36,587
2012,4,18,guardian.co.uk,4,76,0,34
2012,4,18,Simon Parkin,3,123,25,301
2012,4,18,Ann Morgan,1,189,6,39
2012,4,18,Alan Connor,2,7,1,31
2012,4,18,By staff of <a href="http://www.businessgreen.com/bg/news/2169394/poll-people-renewables?WT.rss_f=Home&amp;WT.rss_a=Poll%3A+Nine+out+of+10+people+want+more+renewables">Business Green</a>,1,360,9,179
2012,4,18,part of the <a href="http://www.guardian.co.uk/environment/network">Guardian Environment Network</a>,1,360,9,179
2012,4,18,Alison Flood,11,1261,86,949
2012,4,18,Mark Sweney,17,202,5,555
2012,4,18,Hiroshi Ota,1,33,0,53
2012,4,18,Lucy Fry,1,55,0,94
2012,4,18,Ewan Murray,11,226,0,201
2012,4,18,William Makower,1,7,2,19
2012,4,18,Clare Horton,5,56,2,16
2012,4,18,Michael Felse,1,5,0,29
2012,4,18,Daniel Carins,1,6,0,3
2012,4,18,Prem Sikka,1,170,4,81
2012,4,18,Neil Spencer,3,10206,11,123
2012,4,18,Ian Traynor,5,519,16,222
2012,4,18,Imogen Fox,3,111,3,94
2012,4,18,By Staff,1,227,13,255
2012,4,18,Dave Hill,10,305,5,296
2012,4,18,Nick Gillett,2,8,1,112
2012,4,18,Guardian Government Computing,3,1,0,13
2012,4,18,Rebecca Smithers,3,201,9,268
2012,4,18,Matt Seaton,1,0,0,1
2012,4,18,Ruth Spencer,5,82,7,219
2012,4,18,Paddy Allen,6,672,36,245
2012,4,18,Jeremy Kay,1,8,0,23
2012,4,18,Keir Martin,1,203,6,48
2012,4,18,Jaz Cummins,5,1,2,31
2012,4,18,Stuart Heritage,6,198,4,153
2012,4,18,Chris Cook,7,156,0,44
2012,4,18,Nicholas Watt,4,81,1,95
2012,4,18,Rachel Williams,3,150,4,141
2012,4,18,Helen Carter,7,383,6,202
2012,4,18,Simon Rogers,11,486,38,773
2012,4,18,Henry Barnes,5,303,9,141
2012,4,18,Ian McCourt,1,10,0,54
2012,4,18,Patrick F Barbour,1,16,0,16
2012,4,18,Jason N Parkinson,1,85,4,47
2012,4,18,Open thread,3,3,1,51
2012,4,18,Public leaders network,1,0,0,16
2012,4,18,Leonie Cooper,1,165,4,46
2012,4,18,Kim Willsher,5,114,12,115
2012,4,18,Viv Groskop,2,43,0,42
2012,4,18,John Fordham,6,69,1,81
2012,4,18,Jon Henley,5,898,11,288
2012,4,18,Fiona Shields,3,67,4,30
2012,4,18,Michael Cox,1,35,0,44
2012,4,18,Julie Masis,1,237,2,40
2012,4,18,Jonathan Jones,6,305,17,220
2012,4,18,Ian Sample,5,9993,246,1495
2012,4,18,Kate Hodal,2,541,4,80
2012,4,18,agencies,22,2296,49,1047
2012,4,18,Andrew Brown,2,180,4,67
2012,4,18,Martin Wainwright,10,1094,11,497
2012,4,18,Joe Prince-Wright,1,5,0,14
2012,4,18,Mark Lawson,2,7,0,36
2012,4,18,Dan Sabbagh,13,820,52,1112
2012,4,18,Lisa O'Carroll,19,933,32,1010
2012,4,18,Ed Pilkington,8,2094,55,655
