year,month,week,name,articles,facebook,googleplus,twitter
2012,1,2,David Brindle,4,62,1,133
2012,1,2,Caroline Davies,4,904,35,443
2012,1,2,Juliette Garside,6,200,20,485
2012,1,2,Dan Milmo,6,241,5,278
2012,1,2,Tim Jonze,1,35,0,14
2012,1,2,Shehani Fernando,5,377,0,159
2012,1,2,Nicholas Watt,7,269,2,499
2012,1,2,Ben Pinkey,1,29,0,1
2012,1,2,Presented by Alok Jha,1,43,1,69
2012,1,2,produced by Jason Phipps,1,43,1,69
2012,1,2,Sean Ingle,1,47,2,22
2012,1,2,Barry Glendenning,6,118,3,136
2012,1,2,James Richardson,1,47,2,22
2012,1,2,Noah Payne-Frank,1,47,2,22
2012,1,2,Elliot Smith,2,72,2,40
2012,1,2,Ewen MacAskill,16,532,14,297
2012,1,2,Press Association,112,2714,44,2025
2012,1,2,Staff,15,1912,15,910
2012,1,2,agencies,33,4168,46,1769
2012,1,2,David Lengel,1,26,0,6
2012,1,2,Justin McCurry,4,324,9,193
2012,1,2,Associated Press,51,3493,72,1302
2012,1,2,Andy Sumner,1,71,2,70
2012,1,2,Amanda Glassman,1,71,2,70
2012,1,2,Sarah Hartley,1,4,0,31
2012,1,2,Dave Hill,8,47,0,246
2012,1,2,Mike Gershon,1,24,0,5
2012,1,2,John Ashdown,4,59,1,125
2012,1,2,Rob Smyth,4,765,5,341
2012,1,2,Charles Arthur,16,366,56,1577
2012,1,2,Reuters,28,1377,21,748
2012,1,2,GrrlScientist,18,374,42,413
2012,1,2,Bella Mackie,3,3,0,4
2012,1,2,Magdi Abdelhadi,1,172,1,116
2012,1,2,Agencies,15,1772,17,490
2012,1,2,Clar Ni Chonghaile,2,130,2,133
2012,1,2,Martin Wainwright,10,180,2,343
2012,1,2,Andy Hunter,7,607,2,366
2012,1,2,AP,1,182,4,111
2012,1,2,Andrew Simms,1,94,1,90
2012,1,2,Mark Tallentire,1,1,0,7
2012,1,2,Alice Bell,1,22,1,50
2012,1,2,Will Hayler,8,8,0,41
2012,1,2,Maxie Szalwinska,1,28,0,24
2012,1,2,Veronica Horwell,3,194,0,90
2012,1,2,Sam Jones,5,367,6,393
2012,1,2,Jon Henley,4,706,15,240
2012,1,2,Michael Tait,2,153,0,53
2012,1,2,Iain Chambers,2,153,0,53
2012,1,2,Nigel Starck,1,2,0,20
2012,1,2,Helen Lewis-Hasteley,1,44,3,294
2012,1,2,Roy Greenslade,21,330,7,512
2012,1,2,Andy Wilson,6,38,1,35
2012,1,2,Giles Tremlett,3,702,14,204
2012,1,2,Open thread,2,214,1,54
2012,1,2,Donald McRae,1,27,2,23
2012,1,2,Adam Gabbatt,5,947,8,110
2012,1,2,David Smith,4,1136,25,430
2012,1,2,Mark Serwotka,1,177,0,62
2012,1,2,Maev Kennedy,5,1741,20,392
2012,1,2,Ewan Murray at Easter Road,1,4,0,1
2012,1,2,Fred Rex,1,4,0,16
2012,1,2,Jason Burke,7,855,18,348
2012,1,2,Prachi Patankar,1,108,1,44
2012,1,2,Ahilan Kadirgamar for <a href="http://www.criticallegalthinking.com/" title="Critical Leggal Thinking">Critical Legal Thinking</a>,1,108,1,44
2012,1,2,part of the <a href="http://www.guardian.co.uk/commentisfree/series/guardian-comment-network" title="Guardian Comment Network">Guardian Comment Network</a>,2,139,3,63
2012,1,2,Raphael Honigstein,1,300,0,92
2012,1,2,Corrections,5,2,0,6
2012,1,2,Helen Pidd,5,1451,7,237
2012,1,2,Hugh Stephenson,1,0,0,0
2012,1,2,Neil Clark,1,485,4,131
2012,1,2,Neil Blackmon for <a href="http://theshinguardian.com/" title="">the Shin Guardian</a>,1,3,0,5
2012,1,2,part of the Guardian Sport Network,3,39,0,77
2012,1,2,Michael McNay,2,160,2,77
2012,1,2,Harriet Sherwood,3,541,8,256
2012,1,2,Marc Abrahams,1,15,3,24
2012,1,2,Jules Boykoff,1,27,0,21
2012,1,2,Janice Forsyth,1,27,0,21
2012,1,2,Jonathan Turley,1,11654,124,593
2012,1,2,Polly Stenham,1,3363,49,958
