year,month,week,name,articles,facebook,googleplus,twitter
2011,7,27,Maev Kennedy,3,232,0,119
2011,7,27,Reuters,6,136,2,94
2011,7,27,Dominic Rushe,5,1002,4,361
2011,7,27,Chris Stephen,2,289,1,108
2011,7,27,Press Association,15,242,2,264
2011,7,27,David Batty,7,673,3,427
2011,7,27,John Domokos,1,104,0,20
2011,7,27,Christian Bennett,2,251,0,30
2011,7,27,Severin Carrell,3,80,0,91
2011,7,27,Ed Pilkington,4,628,1,186
2011,7,27,Tom Phillips,2,222,0,71
2011,7,27,Virginia Lopez,2,222,0,71
2011,7,27,Ian Sample,1,83,0,53
2011,7,27,Eric Gutierrez,1,97,0,63
2011,7,27,Andrew Simms,1,35,0,109
2011,7,27,Sarah Hartley,1,10,0,15
2011,7,27,Josh Halliday,3,162,0,145
2011,7,27,Keith Stuart,2,5,0,30
2011,7,27,Presented by Matt Wells,1,0,0,29
2011,7,27,produced by Ben Green,1,0,0,29
2011,7,27,Dave Hill,2,4,0,17
2011,7,27,Cameron Robertson,1,147,0,10
2011,7,27,Anne Backhaus,1,147,0,10
2011,7,27,Associated Press,6,83,0,134
2011,7,27,Sade Laja,1,3,0,6
2011,7,27,Mark Say,2,1,0,9
2011,7,27,David Nicholl,1,268,0,50
2011,7,27,Bim Adewunmi,2,156,0,59
2011,7,27,Julia Kollewe,4,47,0,105
2011,7,27,Charles Arthur,4,432,56,501
2011,7,27,agencies,13,1307,59,943
2011,7,27,Severin Carrell Scotl,1,19,0,30
2011,7,27,Gordon Brockington,1,0,0,6
2011,7,27,Hannah Fearn,1,0,0,14
2011,7,27,Steve Malone,1,0,0,5
2011,7,27,Rob Dale,1,0,0,5
2011,7,27,Ami Sedghi,1,7,0,19
2011,7,27,Richard Vize,1,6,0,4
2011,7,27,Patrick Wintour,2,227,0,108
2011,7,27,Matthew Weaver,1,26,0,29
2011,7,27,Tom Lutz,1,49,1,13
2011,7,27,GrrlScientist,5,85,0,88
2011,7,27,Roy Greenslade,8,70,0,128
2011,7,27,Graham Snowdon,1,15,0,30
2011,7,27,Nick Fletcher,4,11,0,21
2011,7,27,Kate Carter,1,19,0,19
2011,7,27,Michael White,1,5,0,21
2011,7,27,Jacob Steinberg,1,2,0,8
2011,7,27,Terry Eagleton,1,26,0,24
2011,7,27,Alan Gardner,3,184,4,81
2011,7,27,Lissa Cook for the <a href="http://www.guardian.co.uk/guardian-professional?INTCMP=SRCH" title="">Guardian Professional Network</a>,1,20,0,13
2011,7,27,Julie Bindel,2,60,2,26
2011,7,27,smilez,1,11,0,10
2011,7,27,Jon Cruddas,1,154,0,53
2011,7,27,Jonathan Rutherford,1,154,0,53
