year,month,week,name,articles,facebook,googleplus,twitter
2011,9,39,daily mail reporter,195,12844,132,1059
2011,9,39,claire bates,11,2459,7,193
2011,9,39,anita bennett,3,268,1,11
2011,9,39,chris slack,7,3046,22,277
2011,9,39,lucy buckland,4,166,2,10
2011,9,39,stephen hull,11,1842,10,231
2011,9,39,tara evans,4,20,0,4
2011,9,39,emily allen,18,1207,16,277
2011,9,39,georgina littlejohn,8,309,0,66
2011,9,39,chris foy,7,47,0,14
2011,9,39,nick pisa,4,4649,16,321
2011,9,39,john stevens,11,1205,11,66
2011,9,39,daisy dumas,4,2077,6,207
2011,9,39,mike o'brien,3,1886,10,310
2011,9,39,stephen womack,2,0,0,0
2011,9,39,laura williamson,2,19,0,3
2011,9,39,holly thomas,17,483,1,86
2011,9,39,paul thompson,9,349,9,45
2011,9,39,james chapman,8,887,4,174
2011,9,39,sadie whitelocks,4,262,1,30
2011,9,39,daniel miller,6,792,9,43
2011,9,39,marcus barnes,2,328,0,51
2011,9,39,peter allen,4,283,5,29
2011,9,39,jane feinmann,1,31,0,3
2011,9,39,nigel jones,1,0,0,2
2011,9,39,natalie clarke,2,772,4,102
2011,9,39,sportsmail reporter,175,3019,4,376
2011,9,39,jade watkins,11,263,0,33
2011,9,39,ted thornhill,5,591,6,69
2011,9,39,sam turner,5,0,0,4
2011,9,39,alan fraser,2,74,0,6
2011,9,39,mark duell,9,1979,14,138
2011,9,39,lauren paxman,11,1302,1,208
2011,9,39,roger baird,2,0,0,0
2011,9,39,dr stuart flanagan,1,15,0,2
2011,9,39,tamara abraham,9,416,1,67
2011,9,39,sandra walsh,1,154,0,12
2011,9,39,meghan keneally,2,104,0,15
2011,9,39,paul bentley,5,124,1,5
2011,9,39,associated press,16,404,3,32
2011,9,39,nabila ramdani,1,274,2,47
2011,9,39,arnie wilson,1,20,0,10
2011,9,39,andy townsend,1,6,0,2
2011,9,39,oliver pickup,8,137,0,23
2011,9,39,tim shipman,4,21,0,8
2011,9,39,sami mokbel,4,227,1,32
2011,9,39,kirsty walker,4,40,0,6
2011,9,39,michael seamark,2,269,2,96
2011,9,39,wil longbottom,4,360,14,22
2011,9,39,richard kay,2,13,0,0
2011,9,39,mark seddon,1,0,1,0
2011,9,39,sean poulter,6,288,1,78
2011,9,39,quentin letts,4,9,1,10
2011,9,39,mike larkin,13,1047,2,88
2011,9,39,richard littlejohn,1,34,0,52
2011,9,39,jan moir,2,93,0,4
2011,9,39,amelia proud,9,390,0,30
2011,9,39,ephraim hardcastle,2,2,0,0
2011,9,39,neil ashton,5,377,1,56
2011,9,39,daniel martin,2,13,0,3
2011,9,39,robert hardman,2,498,1,44
2011,9,39,peter jardine,2,135,0,8
2011,9,39,daniel bates,6,323,1,13
2011,9,39,barry norman,1,103,1,17
2011,9,39,duncan macpherson,1,2,0,1
2011,9,39,this is money reporter,22,6,0,3
2011,9,39,peta bee,1,98,0,19
2011,9,39,louise atkinson,1,219,0,31
2011,9,39,rob waugh,11,1441,15,175
2011,9,39,kerry mcqueeney,7,192,0,27
2011,9,39,rachel quigley,7,2937,9,226
2011,9,39,nigel colborn,1,0,0,3
2011,9,39,deborah gentile,1,27,0,7
2011,9,39,iona kirby,5,900,4,69
2011,9,39,rob davies,3,65,0,7
2011,9,39,diana appleyard,2,79,1,16
2011,9,39,emma reynolds,1,1175,17,91
2011,9,39,lee moran,15,3074,12,142
2011,9,39,this is money reporters,3,0,0,0
2011,9,39,maysa rawi,4,735,1,20
2011,9,39,ruth doherty,1,15,0,12
2011,9,39,christopher davies,3,64,0,19
2011,9,39,jeff prestridge,2,6,0,1
2011,9,39,chris greenwood,3,1201,3,145
2011,9,39,riath al-samarrai,2,122,0,2
2011,9,39,martin domin,2,0,0,8
2011,9,39,anna edwards,15,649,4,101
2011,9,39,ed monk,1,66,0,11
2011,9,39,ferghal blaney,1,17,0,0
2011,9,39,gerard couzens,1,72,0,17
2011,9,39,jack doyle,1,70,0,14
2011,9,39,sarah fitzmaurice,9,183,0,42
2011,9,39,dan hyde,4,7,0,3
2011,9,39,ian lyall,2,4,0,0
2011,9,39,proactive investors,1,4,0,0
2011,9,39,chris cutmore,1,3,0,4
2011,9,39,martin keown,2,23,1,6
2011,9,39,simon duke,5,17,0,1
2011,9,39,eleanor gower,4,1129,0,63
2011,9,39,caroline baker,4,0,0,0
2011,9,39,andrew alexander,1,8,0,1
2011,9,39,lawrence booth,1,4,0,0
2011,9,39,rachel rickard straus,4,22,0,1
2011,9,39,luke benedict,7,1,0,6
2011,9,39,steve doughty,5,49,3,26
2011,9,39,martin robinson,10,2652,27,429
2011,9,39,hannah roberts,7,841,11,81
2011,9,39,daily mail reporters,3,7,0,0
2011,9,39,sophie forbes,6,61,0,15
2011,9,39,nadia mendoza,6,647,4,123
2011,9,39,neil moxley,2,12,0,4
2011,9,39,inderdeep bains,1,73,0,4
2011,9,39,liz thomas,4,298,3,45
2011,9,39,hugo gye,2,403,1,32
2011,9,39,john edwards,3,15,0,4
2011,9,39,ray massey,5,270,3,33
2011,9,39,harry phibbs,2,37,0,6
2011,9,39,jenny hope,3,123,1,31
2011,9,39,tony hazell,2,6,0,1
2011,9,39,jessica satherley,12,2325,9,180
2011,9,39,marcus townend,6,3,0,4
2011,9,39,benji wilson,1,29,0,46
2011,9,39,valentina jovanovski,1,59,0,10
2011,9,39,colin young,2,4,0,3
2011,9,39,jason groves,3,21,0,52
2011,9,39,nick fagge,2,142,0,13
2011,9,39,rick dewsbury,3,91,0,7
2011,9,39,ali bracken,1,28,0,0
2011,9,39,andrea magrath,4,85,0,16
2011,9,39,this is money,7,46,1,7
2011,9,39,ian ladyman,6,286,1,29
2011,9,39,liz jones,3,34,1,17
2011,9,39,james coney,1,20,0,4
2011,9,39,stephen mcgowan,2,13,0,6
2011,9,39,richard ashmore,1,191,3,14
2011,9,39,james salmon,1,0,0,0
2011,9,39,kirsty mccormack,12,2548,1,65
2011,9,39,giles scott,1,0,0,0
2011,9,39,chris parsons,9,601,2,51
2011,9,39,ruth sunderland,2,1,0,0
2011,9,39,becky barrow,3,29,0,27
2011,9,39,peter jackson,2,1,0,1
2011,9,39,paul revoir,1,1314,0,59
2011,9,39,jane gordon,1,9,0,10
2011,9,39,tamara cohen,4,232,2,31
2011,9,39,rose parker,2,6,0,0
2011,9,39,ruth lythe,1,0,0,0
2011,9,39,richard gibson,1,0,0,0
2011,9,39,jasper rees,1,0,0,0
2011,9,39,paul newman,4,30,0,16
2011,9,39,richard hartley-parkinson,4,74,0,13
2011,9,39,chris moncrieff,1,0,0,0
2011,9,39,alex brummer,9,17,0,1
2011,9,39,sam dunn,2,0,0,0
2011,9,39,leon watson,6,823,6,83
2011,9,39,laura schreffler,7,149,0,22
2011,9,39,mail foreign service,7,1231,21,294
2011,9,39,chris brooke,2,54,0,13
2011,9,39,ashley gray,2,8,0,0
2011,9,39,charlotte kemp,1,32,0,11
2011,9,39,ross clark,1,73,0,17
2011,9,39,spencer bright,1,0,0,0
2011,9,39,michael pilgrim,1,31,0,4
2011,9,39,richard price,1,118,1,13
2011,9,39,hugo duncan,2,2,0,0
2011,9,39,laurie whitwell,4,67,2,5
2011,9,39,shane mcgrath,1,0,0,0
2011,9,39,money mail,1,0,0,0
2011,9,39,jaya narain,4,731,5,65
2011,9,39,john greechan,1,5,0,1
2011,9,39,deborah arthurs,3,2140,13,186
2011,9,39,virginia ironside,1,38,0,6
2011,9,39,julien temple,1,40,0,14
2011,9,39,melanie mulhern,1,0,0,0
2011,9,39,sarah bull,14,786,1,123
2011,9,39,cole moreton,1,28,0,10
2011,9,39,liz hazelton,1,0,1,0
2011,9,39,rupert steiner,1,0,0,0
2011,9,39,sandra parsons,1,5,0,1
2011,9,39,amanda cable,1,210,0,10
2011,9,39,sophie borland,3,129,2,43
2011,9,39,paul zenon,1,596,7,412
2011,9,39,nick enoch,1,104,2,14
2011,9,39,david wilkes,1,5,0,0
2011,9,39,linda kelsey,2,36,0,15
2011,9,39,sarah gordon,1,42,1,9
2011,9,39,michael walker,2,1,0,1
2011,9,39,paul sims,3,249,0,27
2011,9,39,rob robertson,3,2,1,2
2011,9,39,peter hitchens,2,36,0,9
2011,9,39,lauren thompson,2,20,0,29
2011,9,39,rachel ellis,2,223,1,25
2011,9,39,simon neville,2,33,0,9
2011,9,39,tony hetherington,1,0,0,1
2011,9,39,mark wilson,1,23,0,1
2011,9,39,tanya jefferies,2,7,0,1
2011,9,39,chris wheeler,3,122,0,6
2011,9,39,marianne power,1,41,0,6
2011,9,39,tamsin brown,3,2,0,0
2011,9,39,matt lawton,2,65,0,13
2011,9,39,press association reporter,1,4,0,6
2011,9,39,live reporter,1,3,0,1
2011,9,39,val hennessy,1,23,0,1
2011,9,39,david gardner,3,245,2,42
2011,9,39,annie bell,5,22,0,0
2011,9,39,alanah eriksen,9,435,1,77
2011,9,39,anne shooter,1,1004,1,69
2011,9,39,john harding,2,2,0,0
2011,9,39,judi james,1,0,0,0
2011,9,39,amy williams,1,0,0,0
2011,9,39,sara lawrence,1,8,0,16
