year,month,week,name,articles,facebook,googleplus,twitter
2012,2,6,this is money reporter,11,13,0,2
2012,2,6,lee moran,13,2069,30,391
2012,2,6,richard hartley-parkinson,7,4446,252,996
2012,2,6,sportsmail reporter,200,2269,26,749
2012,2,6,daniel martin,7,160,4,30
2012,2,6,laura mannering,1,9,0,9
2012,2,6,amelia proud,13,222,5,60
2012,2,6,associated press,18,314,15,51
2012,2,6,simon tomlinson,6,521,10,250
2012,2,6,daily mail reporter,173,24354,314,3191
2012,2,6,mail today reporter,27,66,1,12
2012,2,6,jade watkins,11,174,1,70
2012,2,6,sean poulter,7,374,4,138
2012,2,6,suzannah hills,10,875,28,236
2012,2,6,mark duell,15,953,15,170
2012,2,6,holly thomas,7,555,7,109
2012,2,6,nick pisa,3,338,7,42
2012,2,6,tim shipman,5,563,15,238
2012,2,6,claire bates,5,734,11,135
2012,2,6,mike dickson,1,0,0,15
2012,2,6,mike larkin,16,1416,25,239
2012,2,6,phil gradwell,3,15,0,13
2012,2,6,sadie whitelocks,8,410,13,83
2012,2,6,simon lambert,4,13,0,2
2012,2,6,rachel quigley,7,700,9,91
2012,2,6,lauren paxman,10,1962,22,345
2012,2,6,andrea magrath,7,518,7,118
2012,2,6,kirsty mccormack,9,302,7,106
2012,2,6,aditi raja,2,7,0,3
2012,2,6,sarah bull,20,938,21,437
2012,2,6,kerry mcqueeney,7,1339,37,146
2012,2,6,dr robert lefever,3,151,1,11
2012,2,6,d. p. bhattacharya,1,0,0,0
2012,2,6,j j anisiobi,20,1525,26,277
2012,2,6,rob waugh,17,1849,99,494
2012,2,6,r prasad,4,2,0,0
2012,2,6,charles walford,8,339,12,116
2012,2,6,daniel bates,7,405,49,84
2012,2,6,ted scott,1,1,0,1
2012,2,6,wil longbottom,7,332,4,76
2012,2,6,derek lawrenson,1,1,0,5
2012,2,6,tom kelly,2,31,1,28
2012,2,6,anthony bond,4,846,41,152
2012,2,6,rebecca camber,3,23,1,2
2012,2,6,chris parsons,4,292,8,96
2012,2,6,laura howard,1,2,0,0
2012,2,6,toby harnden,5,110,1,40
2012,2,6,jill reilly,5,468,15,46
2012,2,6,steve doughty,1,12,0,5
2012,2,6,kate wighton,1,41,1,39
2012,2,6,tamara cohen,6,2404,72,327
2012,2,6,emma reynolds,11,5777,95,823
2012,2,6,rev george pitcher,1,0,0,0
2012,2,6,peter allen,2,67,0,10
2012,2,6,simon jones,3,141,3,26
2012,2,6,emily andrews,3,362,1,55
2012,2,6,meghan keneally,7,793,27,154
2012,2,6,graham smith,17,2586,13,331
2012,2,6,lydia warren,5,997,25,137
2012,2,6,jenny hope,3,232,2,46
2012,2,6,ian lyall,1,1,0,0
2012,2,6,proactive investors,1,1,0,0
2012,2,6,georgina littlejohn,14,486,17,132
2012,2,6,ruth sunderland,5,5,0,11
2012,2,6,david gerges,4,129,0,25
2012,2,6,tamara abraham,6,1609,11,222
2012,2,6,nimerta chawla,1,0,0,0
2012,2,6,roger baird,4,0,0,0
2012,2,6,marissa charles,9,103,9,46
2012,2,6,john edwards,7,24,4,12
2012,2,6,louise boyle,4,884,21,4909
2012,2,6,paul thompson,9,818,16,80
2012,2,6,roger dobson,1,123,1,18
2012,2,6,ross clarke,1,0,0,5
2012,2,6,maysa rawi,6,404,9,137
2012,2,6,richard shears,2,881,9,100
2012,2,6,katie silver,8,480,18,175
2012,2,6,paul newman,5,15,0,14
2012,2,6,emily allen,7,996,18,232
2012,2,6,iona kirby,22,550,26,253
2012,2,6,andrew levy,1,330,8,60
2012,2,6,quentin letts,6,18,2,9
2012,2,6,jack doyle,4,263,2,65
2012,2,6,ray connolly,1,13,2,13
2012,2,6,edited by stephen womack,1,0,0,0
2012,2,6,michael walker,2,58,2,15
2012,2,6,rebecca english,4,353,10,74
2012,2,6,robert lacey,2,137,9,57
2012,2,6,lucy cavendish,1,167,5,37
2012,2,6,dan ripley,7,175,1,113
2012,2,6,emily sheridan,7,354,4,109
2012,2,6,luke benedict,5,16,0,11
2012,2,6,richard kay,3,41,0,8
2012,2,6,avishek roy,2,28,0,4
2012,2,6,travelmail reporter,6,53,5,44
2012,2,6,amy watts,1,104,1,12
2012,2,6,shishir hattangadi,1,1,0,1
2012,2,6,rob cooper,10,546,19,126
2012,2,6,shreyas sharma,2,0,0,0
2012,2,6,eleanor gower,8,140,4,40
2012,2,6,chris cutmore,2,259,5,71
2012,2,6,chris brooke,2,581,0,74
2012,2,6,chris foy,2,7,0,6
2012,2,6,andy hooper,1,5,0,1
2012,2,6,sarah bruce,1,226,4,10
2012,2,6,rebecca evans,2,239,2,33
2012,2,6,peta bee,1,2,1,2
2012,2,6,craig brown,2,2,0,1
2012,2,6,lucy elkins,1,187,1,42
2012,2,6,sarah fitzmaurice,8,219,4,49
2012,2,6,ajit vijaykumar,2,0,0,2
2012,2,6,michael zennie,4,725,15,100
2012,2,6,richard littlejohn,2,65,0,11
2012,2,6,matt barlow,4,28,1,12
2012,2,6,ellen connolly,4,167,6,29
2012,2,6,allan hall,2,129,1,21
2012,2,6,qaiser mohammad ali,3,3,1,1
2012,2,6,this is money reporters,4,0,0,1
2012,2,6,lee boyce,2,3,0,3
2012,2,6,nadia mendoza,8,236,4,104
2012,2,6,rebecca seales,7,1562,41,209
2012,2,6,daniel miller,6,433,24,119
2012,2,6,alanah eriksen,17,309,12,136
2012,2,6,gayanant singh,2,4,0,1
2012,2,6,sophie borland,4,74,3,59
2012,2,6,mac,5,25,1,0
2012,2,6,ian drury,3,172,6,29
2012,2,6,rob davies,4,3,0,1
2012,2,6,daisy dumas,9,891,21,172
2012,2,6,becky barrow,7,132,2,92
2012,2,6,nick enoch,8,727,18,156
2012,2,6,lawrence booth,1,2,0,1
2012,2,6,martin samuel,7,468,5,284
2012,2,6,sam dunn,2,6,0,4
2012,2,6,rohan venkataramakrishnan,1,1,0,0
2012,2,6,tim montgomerie,1,4,1,5
2012,2,6,priyanka srivastava,5,37,1,3
2012,2,6,ted thornhill,11,4874,41,759
2012,2,6,clare nolan,1,15,0,6
2012,2,6,jeannette kupfermann,1,1,0,0
2012,2,6,professor stephen joseph,1,22,1,7
2012,2,6,nigel colborn,1,1,0,1
2012,2,6,andrew alexander,1,2,1,2
2012,2,6,nick fagge,1,57,1,17
2012,2,6,sami mokbel,3,238,2,49
2012,2,6,sylvia morris,1,1,0,0
