year,month,week,name,articles,facebook,googleplus,twitter
2012,2,7,steve doughty,10,284,6,113
2012,2,7,daily mail reporter,208,13480,287,2741
2012,2,7,sportsmail reporter,193,2418,33,870
2012,2,7,sarah fitzmaurice,16,2521,34,388
2012,2,7,matt lawton,4,40,0,43
2012,2,7,lee moran,10,2383,28,328
2012,2,7,lee boyce,2,235,1,37
2012,2,7,martyn cox,1,1,0,0
2012,2,7,james tozer,2,47,0,28
2012,2,7,iona kirby,22,1046,24,192
2012,2,7,emma reynolds,17,1529,38,301
2012,2,7,graham smith,6,392,14,58
2012,2,7,wil longbottom,11,1426,23,108
2012,2,7,hugo gye,4,80,2,12
2012,2,7,beverley d'silva,1,9,0,3
2012,2,7,john greechan,1,2,0,0
2012,2,7,nadia mendoza,16,883,14,245
2012,2,7,paul bentley,1,21,4,20
2012,2,7,charles sale,3,6,0,0
2012,2,7,leon watson,18,2152,26,373
2012,2,7,rahul bedi,1,137,2,43
2012,2,7,robert hardman,1,31,2,5
2012,2,7,mac,3,111,0,5
2012,2,7,sadie whitelocks,7,1281,18,227
2012,2,7,katie silver,10,343,1,66
2012,2,7,james chapman,5,77,1,155
2012,2,7,jade watkins,11,416,4,100
2012,2,7,laura schreffler,5,391,17,155
2012,2,7,martin samuel,3,111,1,118
2012,2,7,daily mail comment,3,4,0,0
2012,2,7,georgina littlejohn,13,436,10,84
2012,2,7,paul newman,4,22,1,4
2012,2,7,laura clark,5,514,4,101
2012,2,7,this is money reporter,16,34,0,3
2012,2,7,martin domin,7,161,1,49
2012,2,7,alanah eriksen,9,193,4,57
2012,2,7,mary quant,1,40,0,12
2012,2,7,sarah bull,10,567,23,160
2012,2,7,ted thornhill,12,3563,64,303
2012,2,7,jason groves,6,608,3,324
2012,2,7,sebastian o'kelly,1,24,0,3
2012,2,7,jane gordon,1,0,0,0
2012,2,7,lauren paxman,13,1292,20,333
2012,2,7,annie bell,4,6,0,1
2012,2,7,suzannah hills,2,65,1,13
2012,2,7,daniel martin,2,390,3,141
2012,2,7,paul revoir,3,33,2,71
2012,2,7,holly thomas,9,116,1,39
2012,2,7,steve boggan,2,39,4,28
2012,2,7,etain lavelle,3,3,0,0
2012,2,7,rachel rickard straus,6,940,16,64
2012,2,7,rob waugh,31,3086,191,698
2012,2,7,luke benedict,6,0,0,5
2012,2,7,jo waters,1,102,0,14
2012,2,7,chris brooke,5,107,12,22
2012,2,7,mail foreign service,1,274,0,57
2012,2,7,james salmon,5,9,0,4
2012,2,7,derek lawrenson,4,9,0,14
2012,2,7,akash vashishtha,2,1,0,0
2012,2,7,rob cooper,8,301,3,52
2012,2,7,tom kelly,2,158,3,32
2012,2,7,beth stebner,4,736,15,160
2012,2,7,avishek roy,3,1,0,1
2012,2,7,kirsty mccormack,18,1151,18,334
2012,2,7,tanya jefferies,1,0,0,1
2012,2,7,matthew barbour,1,715,0,61
2012,2,7,jeff prestridge,3,3,0,2
2012,2,7,travelmail reporter,6,57,2,47
2012,2,7,daphne lockyer,1,19,2,19
2012,2,7,tamara abraham,6,833,6,158
2012,2,7,alexander boot,2,11,4,9
2012,2,7,michael hanlon,1,7,0,1
2012,2,7,mark duell,13,839,14,160
2012,2,7,sam turner,5,0,0,0
2012,2,7,andy dolan,3,260,5,44
2012,2,7,sami mokbel,4,470,2,116
2012,2,7,abhijit pandya,1,42,0,5
2012,2,7,mark lewis,1,64,0,13
2012,2,7,james slack,4,414,3,37
2012,2,7,gayanant singh,1,2,0,0
2012,2,7,dan hyde,3,0,0,1
2012,2,7,meghan keneally,7,412,5,58
2012,2,7,hannah roberts,7,1145,32,221
2012,2,7,michael burleigh,1,1,0,0
2012,2,7,nina golgowski,10,434,21,80
2012,2,7,sarah stacey,1,0,0,2
2012,2,7,alex brummer,5,5,0,0
2012,2,7,david hurst,1,2,0,3
2012,2,7,claire bates,6,2001,26,270
2012,2,7,rajat rai,1,2,0,0
2012,2,7,jill reilly,12,620,5,105
2012,2,7,marcus townend,3,32,0,4
2012,2,7,lydia warren,1,107,0,2
2012,2,7,daisy dumas,10,2194,39,317
2012,2,7,ian lyall,1,0,0,0
2012,2,7,proactive investors,1,0,0,0
2012,2,7,nalini ravichandran,1,22,0,9
2012,2,7,m e synon,1,5,0,8
2012,2,7,paul thompson,10,371,5,59
2012,2,7,dinesh c sharma,4,27,0,7
2012,2,7,chris foy,4,3,0,4
2012,2,7,deborah arthurs,9,619,13,134
2012,2,7,gautam datt,1,7,0,0
2012,2,7,andrew levy,1,35,2,17
2012,2,7,dan ripley,3,16,0,37
2012,2,7,ed monk,1,3,0,0
2012,2,7,maysa rawi,8,901,10,172
2012,2,7,damien gayle,6,362,27,89
2012,2,7,dominic king,5,277,3,61
2012,2,7,neil ashton,4,190,4,103
2012,2,7,political reporter,1,10,0,9
2012,2,7,mark webster,1,3,0,28
2012,2,7,associated press,14,841,18,87
2012,2,7,this is money reporters,4,15,0,5
2012,2,7,j j anisiobi,13,4647,46,744
2012,2,7,chris parsons,3,575,21,106
2012,2,7,richard kay,5,109,0,21
2012,2,7,rebecca seales,6,1289,27,159
2012,2,7,krishna kumar,1,0,0,0
2012,2,7,nick pisa,5,889,9,131
2012,2,7,tim shipman,8,154,4,126
2012,2,7,this is money,3,1,0,0
2012,2,7,liz thomas,1,1,1,3
2012,2,7,sam dunn,2,1,0,0
2012,2,7,richard shears,4,252,7,36
2012,2,7,mike larkin,12,788,22,189
2012,2,7,linda mckay,1,0,0,0
2012,2,7,andrea magrath,6,408,10,125
2012,2,7,daniel bates,3,111,4,39
2012,2,7,priyanka srivastava,3,7,0,6
2012,2,7,christian gysin,1,0,0,0
2012,2,7,mail today reporter,16,45,1,19
2012,2,7,rebecca english,3,453,14,115
2012,2,7,aravind gowda,3,29,0,10
2012,2,7,kerry mcqueeney,4,1940,17,328
2012,2,7,nick enoch,3,241,1,39
2012,2,7,melissa kite,1,0,0,4
2012,2,7,ross clarke,1,0,0,5
2012,2,7,nick wood,3,20,2,10
2012,2,7,david thomas,2,24,0,12
2012,2,7,tara evans,4,12,0,8
2012,2,7,daily mail reporters,4,248,2,94
2012,2,7,piyush srivastava,4,6,0,13
2012,2,7,bhuvan bagga,2,18,0,0
2012,2,7,quentin letts,2,17,0,2
2012,2,7,ashley gray,1,24,0,58
2012,2,7,ashish sinha,1,0,0,0
2012,2,7,laura williamson,4,42,1,25
2012,2,7,caroline thain,1,156,0,22
2012,2,7,shreyas sharma,1,2,0,0
2012,2,7,andrew oxlade,2,31,0,16
2012,2,7,a. m. jigeesh,1,8,0,1
2012,2,7,clare francis,1,0,0,1
2012,2,7,moneysupermarket,1,0,0,1
2012,2,7,amy oliver,2,67,1,30
2012,2,7,chris slack,1,43,1,27
2012,2,7,rose parker,1,75,4,20
2012,2,7,neil moxley,2,14,0,10
2012,2,7,matt barlow,2,26,1,8
2012,2,7,angshukanta chakraborty,1,9,0,1
2012,2,7,thomas durante,2,149,2,3
2012,2,7,jerry hayes,1,64,0,11
2012,2,7,peter allen,6,174,3,69
2012,2,7,jenny hope,2,376,7,94
2012,2,7,maneesh pandey,2,0,0,0
2012,2,7,melanie phillips,1,14,1,8
2012,2,7,chris wheeler,6,35,2,41
2012,2,7,michael seamark,2,251,7,48
2012,2,7,rachel quigley,10,443,5,68
2012,2,7,mail today comment,5,0,0,1
2012,2,7,michael zennie,8,1847,32,232
2012,2,7,vikas kahol,2,14,1,3
2012,2,7,james coney,1,0,0,2
2012,2,7,sean poulter,1,1,0,1
2012,2,7,ben laurance,1,6,0,1
2012,2,7,tamara cohen,2,650,13,92
2012,2,7,kumar vikram,1,0,0,0
2012,2,7,andrew alexander,1,0,0,0
2012,2,7,sylvia morris,1,0,0,1
2012,2,7,charles walford,5,359,5,34
2012,2,7,clive aslet,1,11,0,7
2012,2,7,geoff foster,2,1,0,0
2012,2,7,reuters reporter,2,60,2,17
2012,2,7,ruth lythe,1,82,1,27
2012,2,7,chris greenwood,1,3,0,1
2012,2,7,hywel williams,1,2,0,0
2012,2,7,colin young,6,22,0,17
2012,2,7,amelia proud,7,245,3,77
2012,2,7,d. p. bhattacharya,1,3,0,0
2012,2,7,mike dickson,2,2,0,1
2012,2,7,tony hazell,1,0,0,0
2012,2,7,nazia parveen,1,140,2,38
2012,2,7,emily andrews,2,16,0,8
2012,2,7,live reporter,1,1,0,2
2012,2,7,becky barrow,5,142,3,98
2012,2,7,eleanor gower,8,331,8,51
2012,2,7,rachel ragg,1,52,3,14
2012,2,7,sonia poulton,1,140,6,74
2012,2,7,geoffrey levy,2,10,0,4
2012,2,7,sonali joshi,4,10,0,6
2012,2,7,liz hull,3,119,1,33
2012,2,7,neil sears,1,1329,5,200
2012,2,7,tom worden,1,16,0,7
2012,2,7,kumar rakesh,1,0,0,0
2012,2,7,henry deedes,1,0,0,0
2012,2,7,stephen wright,2,27,8,9
2012,2,7,laure james,1,0,0,3
2012,2,7,saurabh shukla,2,1,0,1
2012,2,7,sophie borland,1,45,3,8
2012,2,7,stephen mcgowan,1,6,0,1
2012,2,7,janice atkinson-small,1,0,0,0
2012,2,7,pratul sharma,1,1,0,0
2012,2,7,jennifer madison,3,6785,129,561
2012,2,7,hugo duncan,7,31,2,16
