year,month,week,name,articles,facebook,googleplus,twitter
2011,8,34,Ben Quinn,7,876,8,407
2011,8,34,Lawrence Donegan at Atlanta Athletic Club,1,14,0,37
2011,8,34,Reuters,31,3581,40,1355
2011,8,34,Tony Mitchell,1,6,0,47
2011,8,34,June O'Sullivan,1,11,0,33
2011,8,34,Jonathan Glennie,2,215,0,102
2011,8,34,Carlton Reid,1,839,12,371
2011,8,34,Mark Sweney,17,7065,31,1366
2011,8,34,Ben Whitelaw,1,1,0,16
2011,8,34,Keith Stuart,16,896,14,755
2011,8,34,Associated Press,31,3767,23,1139
2011,8,34,Haroon Siddique,6,1717,20,646
2011,8,34,Paul Owen,6,337,2,390
2011,8,34,Alan Gardner,2,63,2,160
2011,8,34,Ian McCourt,1,44,0,114
2011,8,34,Jacob Steinberg,3,46,1,209
2011,8,34,GrrlScientist,8,148,1,118
2011,8,34,Mark Say,8,55,0,70
2011,8,34,Fiona Harvey,10,2279,20,1218
2011,8,34,Sarah Hartley,2,32,1,138
2011,8,34,Mona Mahmood,2,67,0,57
2011,8,34,Amena Saleem,1,79,0,23
2011,8,34,Barney Ronay,7,114,4,177
2011,8,34,Rosie Niven,2,7,0,25
2011,8,34,Josh Halliday,26,1522,80,2422
2011,8,34,Natalie Hanman,5,9,0,25
2011,8,34,Phoenix,1,3,0,10
2011,8,34,Philip Oltermann,1,190,4,84
2011,8,34,Mustafa Khalili,1,190,4,84
2011,8,34,Elliot Smith,2,211,4,96
2011,8,34,Roy Greenslade,25,464,7,759
2011,8,34,Allegra Stratton,9,1758,10,924
2011,8,34,Andrew Sparrow,16,2815,28,1191
2011,8,34,Dick Vinegar,2,1,0,18
2011,8,34,Press Association,100,6324,45,3627
2011,8,34,Michelle Pauli,3,487,0,109
2011,8,34,Carol Rumens,1,77,1,25
2011,8,34,Frédéric Filloux,1,22,1,96
2011,8,34,Stuart Dredge,10,180,6,761
2011,8,34,Alex Hawkes,21,13,0,211
2011,8,34,Dawit Mesfin,1,233,0,28
2011,8,34,Su Sayer,1,64,0,48
2011,8,34,David Marsh,1,344,2,149
2011,8,34,Nick Spencer,1,0,0,0
2011,8,34,Julie Bindel,2,72,1,59
2011,8,34,Sean Michaels,10,3427,6,439
