year,month,week,name,articles,facebook,googleplus,twitter
2011,7,29,Paul Rees,3,0,0,13
2011,7,29,Beatrice Woolf,1,2439,26,350
2011,7,29,Sarika Bansal,1,48,1,83
2011,7,29,Sarah Hartley,3,136,0,91
2011,7,29,Associated Press,26,2789,25,1016
2011,7,29,Patrick Foster,1,2,0,16
2011,7,29,Keith Stuart,12,599,66,1042
2011,7,29,Jeff Jarvis,1,28,3,79
2011,7,29,Dave Hill,9,70,0,124
2011,7,29,Charles Arthur,23,2784,573,4940
2011,7,29,Graeme Wearden,9,796,13,482
2011,7,29,Mark Wilding,1,2,0,4
2011,7,29,Nick Willson,1,0,0,11
2011,7,29,William Hague,1,201,1,75
2011,7,29,Francis Clarke,1,3,0,10
2011,7,29,Peter Walker,2,406,12,459
2011,7,29,Paul Owen,6,3528,125,4054
2011,7,29,Roy Greenslade,26,493,7,367
2011,7,29,Justin McCurry,4,615,5,764
2011,7,29,Andrew Sparrow,4,846,20,3328
2011,7,29,Lisa O'Carroll,10,976,39,555
2011,7,29,Sachin Nakrani,2,465,14,80
2011,7,29,Dick Vinegar,1,0,0,15
2011,7,29,David Shariatmadari,1,29,0,32
2011,7,29,Andy Gallagher,3,387,4,92
2011,7,29,Mustafa Khalili,4,349,9,228
2011,7,29,Mark Sweney,14,669,27,876
2011,7,29,Paddy Allen,5,1535,38,378
2011,7,29,Matthew Caines,2,10,0,56
2011,7,29,James Ramsden,1,54,0,25
2011,7,29,Press Association,120,4273,63,3132
2011,7,29,Julia Kollewe,12,174,2,211
2011,7,29,Jemima Kiss,13,737,52,1565
2011,7,29,Alan Gardner,2,183,2,108
2011,7,29,agencies,20,4022,71,1742
2011,7,29,Matthew Weaver,6,189,4,288
2011,7,29,Subhajit Banerjee,1,307,12,187
2011,7,29,Alibeth Somers,1,125,6,234
2011,7,29,Andy Wilson,11,24,3,92
2011,7,29,David Hopps,7,13,5,79
2011,7,29,Richard Rae,3,4,2,39
2011,7,29,Hari,3,11,0,114
2011,7,29,Jake,3,11,0,114
2011,7,29,Jacob Kenedy,3,56,3,25
2011,7,29,Stuart Jeffries,3,3768,88,603
2011,7,29,Jared Schiller,1,539,5,67
2011,7,29,Peter Sale,1,17,1,31
2011,7,29,John Domokos,2,33,1,49
2011,7,29,the Umuzi photo club,1,17,1,31
2011,7,29,Patrick Wintour,12,5608,56,1073
2011,7,29,Hélène Mulholland,15,1158,14,455
2011,7,29,Neil Datta,1,75,0,39
2011,7,29,John Baron,7,44,2,98
2011,7,29,Asheem Singh,1,9,0,11
2011,7,29,Sean Michaels,10,2894,31,639
2011,7,29,Frédéric Filloux,1,12,2,91
2011,7,29,Jonathan Wilson,3,149,9,68
2011,7,29,David Malone,1,191,2,57
2011,7,29,Alex Healey,3,317,8,48
2011,7,29,Stuart Dredge,9,249,37,1085
2011,7,29,guardian.co.uk/fashion,3,46,0,49
2011,7,29,Rob Smith,1,68,0,20
2011,7,29,Riazat Butt,4,106,0,151
2011,7,29,Sarah Crown,8,304,9,306
2011,7,29,Jean-Louis Gassée,1,5,6,74
2011,7,29,Pavan Sukhdev for the <a href="http://www.guardian.co.uk/guardian-professional?INTCMP=SRCH" title="">Guardian Professional Network</a>,1,35,0,40
2011,7,29,SA Mathieson,1,1,0,4
2011,7,29,Mark Vernon,1,96,2,67
2011,7,29,Ben Child,11,1665,37,417
