year,month,week,name,articles,facebook,googleplus,twitter
2011,8,33,Reuters,20,1337,25,780
2011,8,33,Paul Lewis,14,12979,100,2791
2011,8,33,Matthew Taylor,10,5007,45,971
2011,8,33,Ben Quinn,12,7891,66,3899
2011,8,33,Sandra Laville,22,11538,60,2248
2011,8,33,Vikram Dodd,15,9277,60,2050
2011,8,33,Caroline Davies,8,7276,66,1381
2011,8,33,Heather Stewart,10,1413,18,716
2011,8,33,Dominic Rushe,9,3275,35,826
2011,8,33,Jill Treanor,5,130,1,208
2011,8,33,Tania Branigan,9,1241,21,559
2011,8,33,Rebecca Smithers,1,76,2,93
2011,8,33,Mark King,11,201,3,416
2011,8,33,Rupert Scofield,1,22,0,87
2011,8,33,Graeme Wearden,5,439,5,545
2011,8,33,George Monbiot,2,325,1,232
2011,8,33,Chris Goodall,1,116,0,129
2011,8,33,Duncan Green,1,295,6,205
2011,8,33,Carole Jahme,1,30,1,41
2011,8,33,Keith Stuart,10,91,8,564
2011,8,33,Sarah Hartley,4,49,3,31
2011,8,33,Gill Hitchcock,6,43,3,115
2011,8,33,Louise Taylor,8,316,5,406
2011,8,33,Roy Greenslade,30,632,12,772
2011,8,33,Paul Doyle,10,38,0,202
2011,8,33,Amy Lawrence,10,43,0,216
2011,8,33,Christian Bennett,7,3506,7,217
2011,8,33,Andy Gallagher,10,297,1,161
2011,8,33,Mary Douglas-Home,8,17,0,111
2011,8,33,Jon Butterworth,3,139,11,81
2011,8,33,David Walker,1,1,0,9
2011,8,33,Hannah Fearn,2,46,4,64
2011,8,33,Josh Halliday,24,7674,245,7295
2011,8,33,AP,2,246,2,98
2011,8,33,Peter Walker,5,1997,8,394
2011,8,33,Paul Owen,5,4260,51,4140
2011,8,33,Sam Jones,6,6064,76,5138
2011,8,33,Tanya Gold,1,24,0,42
2011,8,33,Barry Glendenning,8,65,1,247
2011,8,33,Jemima Kiss,13,434,42,1248
2011,8,33,Kable Healthcare,6,2,0,24
2011,8,33,Dick Vinegar,1,2,0,9
2011,8,33,Press Association,106,3611,36,4232
2011,8,33,Sarah Phillips,1,13,0,14
2011,8,33,Stuart Dredge,9,374,29,1177
2011,8,33,David Marsh,1,254,4,119
2011,8,33,Rebecca Lovell,1,47,0,4
2011,8,33,Mona Mahmood,3,605,2,38
2011,8,33,Sonya Kidney,1,10,0,11
2011,8,33,Richard Johnson,1,164,3,62
2011,8,33,Ben Lyttleton,1,16,0,18
2011,8,33,Martin Rayson,1,0,0,6
2011,8,33,Professor John Mohan,1,5,0,29
