John Halton,2,17,2,53
Fiachra Gibbons,11,18410,190,2710
with Robin McKie,4,142,7,160
in Colombo,1,11,0,15
Louise Finn,1,41,0,17
William Trevor,1,99,1,35
Matthew Thrift,1,15,0,35
Alexandra Blakeman,3,33,0,83
Dave Adamson,1,2,0,8
Vicky Pryce,2,71,4,74
Barney Ronay at the Dubai International Cricket Stadium,2,12,0,13
David Thomson,18,1641,19,505
Lloyds TSB,14,23,6,61
Federico Etro,1,15,0,9
Philippe Sands,2,76,1,55
Laura Sleight,1,11,0,15
Tellylove,4,17,0,40
Michael Fish,1,18,0,25
Fran Brearton,3,68,0,40
Ben Reeve-Lewis,5,40,7,223
<a href="http://www.museumsassociation.org/" title="">The Museums Association</a>,2,74,2,90
Rebecca Atkinson,1,70,2,71
Richard Rae at St Andrew's,3,14,0,47
James Carville,1,60,2,17
Justin Cartwright,4,503,6,194
Laura Flanders,1,55,0,25
Mike Power,1,46,0,11
Lucy Greenwell,22,5505,55,1945
Shehani Fernando,48,10019,54,1487
Graham Benson,1,4,0,0
Brian Cathcart,11,463,16,550
Interview by James Hunt,1,14,0,4
Annalisa Barbieri,59,5188,25,499
Fiona Millar,16,848,15,1368
Rachel Platt,2,182,1,107
Hossam el-Hamalawy,2,391,3,131
Sian Rowe,17,1696,24,483
Nikolai Alekseev,1,2391,9,125
Bill McKibben for <a href="http://www.tomdispatch.com/" title="">TomDispatch</a>,1,357,1,63
Monica Wright,5,175,11,239
Garrett Van Reed,5,175,11,239
Anna Hojan,5,175,11,239
Tony Leighton at Ashton Gate,2,11,0,22
David Hytner at Stade Vélodrome,2,42,0,76
Paul Evans,36,317,10,1175
David Ward,5,52,1,151
Richard M Kavuma,15,1179,5,649
Adrian Searle,69,13442,94,2674
Rachael Hogg,2,66,0,16
Dugald Baird,61,3432,143,5793
Gavin Dudeney,1,154,15,290
Emma Kennedy,28,1952,18,790
Eamonn McCabe,2,293,8,158
Frances Booth,7,722,5,289
Martin Farrer,25,767,31,1530
Alan Pickup,43,882,68,658
Presented by Tom Clark,49,295,11,699
produced by Phil Maynard,78,565,14,1131
Trevor Mostyn,5,85,1,63
Iowa,10,821,10,478
Simon Barrow,1,332,5,143
Cath Clarke,32,1924,17,589
Daniel Bettridge,30,1897,33,784
Keith Altham,2,670,2,45
Kevin McCarra at Goodison Park,2,21,0,68
Ally Carnwath,39,961,24,283
Ghaffar Hussain,3,217,10,59
Jane Eisner,6,119,0,128
Tony Dean,2,13,0,6
Damn Fine Media,10,8240,126,1086
Patrick Diamond,3,87,3,109
Michael Kenny,2,34,1,57
Dan Schien for the <a href="http://www.guardian.co.uk/guardian-professional" title="">Guardian Professional Network</a>,1,3,1,11
David Marsh,27,1845,26,1643
Sachin Nakrani at St Mary's,3,204,1,34
Anna Arco,1,2,0,2
Ewan Murray at Royal St George's,15,49,3,73
Chris Golding,4,45,0,22
Cathi Unsworth,4,56,2,61
Kourou,2,34,1,26
French Guiana,4,130,5,104
Anna Conrad,4,188,1,203
Gray Brechin,1,157,2,40
Rosemary Roach,3,8,0,77
Lawrence Donegan at the Atlanta Athletic Club,2,6,1,29
Helen Higson,1,9,1,26
Timothy Garton Ash,36,5033,94,2146
Francis Gilbert,4,58,0,183
James Derounian<em> </em>,1,7,0,3
George Chesterton,9,1176,6,388
Aingeal Clare,3,41,0,16
Jim Falzarano,26,65,1,93
Mick Warwicker,1,74,1,82
Oliver Balch for the <a href="http://www.guardian.co.uk/guardian-professional" title="Guardian Professional Network">Guardian Professional Network</a>,12,518,18,271
Phil Daoust,17,443,23,243
Paul Flynn,7,1073,8,198
Alan Leaman,2,0,0,15
John O'Connell,14,64,1,119
Stanley Johnson,4,518,13,188
in Lyon,1,365,5,47
Presented by Max Rushden,4,34,0,68
Who's hot,1,1,2,14
what's not at the festival,1,1,2,14
Paul Wilson at Ewood Park,11,157,8,303
Kate Khoury,1,85,1,30
waddleme,3,7,0,25
Andy Hunter at Anfield,20,1537,5,936
Andy Beckett,16,1491,36,880
Richard Rae at Welford Road,1,1,0,2
Paul Stokes,1,8,0,31
<a href="https://twitter.com/#!/AlexHoliga" title="">Aleksandar Holiga</a>,4,149,4,92
<a href="http://euro2012.tportal.hr">Tportal.hr</a>,3,67,0,41
James Kingsland,12,2029,99,768
Jonathan Freedl,9,801,5,190
Jules Peck for the <a href="http://www.guardian.co.uk/guardian-professional" title="">Guardian Professional Network</a>,1,81,1,33
with Ian Sample,15,1467,51,952
Jamie Robertson,1,261,1,18
Robert Cruickshank,1,10,0,0
Stéphane Foucart,3,269,8,233
Norman Fowler,2,32,2,76
Russell Kempson at the City Ground,2,63,3,18
Sheilagh Matheson,1,4,0,2
Jonathan Watts Beijing,1,198,8,59
Alistair Burns,1,22,0,29
Chris Littlecott,1,28,0,42
Penelope J Corfield,1,11,0,6
Alex Kirby,1,20,0,54
Patrick Galey,2,246,2,45
Tanya Harrod,2,22,0,68
Dr Tim Anstiss,1,283,14,190
John Vallins,26,120,1,773
Greg Wood at Ascot,17,123,0,82
Joe Lovejoy at the Britannia Stadium,4,114,0,108
<a href="https://twitter.com/#!/emmetmalone" title="">Emmet Malone</a>,2,24,1,22
<a href="https://twitter.com/#!/evanfanning" title="">Evan Fanning</a>,1,15,0,10
Sandrine Morel,4,115,2,112
Ewan Murray at McDiarmid Park,4,15,0,50
Carl Gardner,2,192,1,99
David Orr,3,79,0,44
Michael Jacobs,5,274,4,275
Kate Bevan,6,228,32,934
Andy Von Pip,1,363,0,27
Colin Stuart,4,196,9,54
Jane Loveday,1,7,0,16
Alex Warren,2,42,0,15
Cary L Cooper,1,240,2,150
Stephen Wood,1,240,2,150
Gary Barker,11,524,4,240
Barnaby Read,17,8,0,71
Toby Lichtig,1,24,1,23
David Turner,1,241,1,47
Celeste Hicks,13,429,11,359
Andy Hunter at Etihad Stadium,6,134,2,232
Jaques Mandelbaum,2,7,0,27
Jamie Jackson at the Reebok Stadium,3,65,2,71
Tracey Caldwell,24,127,15,430
Tom Dart,2,527,10,153
Nichola Fletcher,2,528,7,124
Emma Lunn,10,116,4,435
Mike Harris,7,713,17,329
Sally Murrani,1,1,0,9
Amanda Hopkinson,6,1008,8,388
As told to Patrick Kingsley,2,84,0,35
Tony Sewell,1,13,0,41
Interview by Stuart James,1,16,0,17
Charity Celebrity,5,37,2,130
William Curley,4,55,1,26
Patrick Bidder for the <a href="http://inforrm.wordpress.com/" title="">Inforrm blog</a>,1,10,0,25
Colin Buttimer,1,1,1,23
Presented by Aditya Chakrabortty,8,74,1,98
Gareth Harvey (MeteoGroup),2,5,0,31
Raziye Akkoc,10,80,0,37
Paul Rees at Otago Stadium,1,17,0,6
Shoshana Kessler,6,219,7,177
Kevin Gallagher,9,664,5,358
David Sillitoe,15,87,3,196
Murat Gokmen,6,1096,11,128
Presented by Hugh Muir,26,705,7,525
Harry White,2,108,0,43
Ben Taylor,1,107,0,31
Martin Campbell-Kelly,3,2091,82,742
Pierre Maturana,1,3,0,11
Swann Borsellino,1,3,0,11
Eric Maggiori,1,3,0,11
<a href="http://www.sofoot.com" title="">So Foot</a>,1,3,0,11
Sally Scott,3,27,0,9
Elaine Showalter,2,7,0,11
John Windmill,3,19,0,33
Clive Bloom,1,167,3,22
Stephen Smith,2,41,5,27
produced by Matt Hill,21,663,16,705
Molly Guinness,1,568,11,141
Gwilym Mumford &amp; Rebecca Nicholson,3,66,0,7
Helen Goodman,2,16,0,38
Andy Brockie,4,1865,17,409
Fabíola Ortiz,1,104,0,88
Bernard Harcourt,6,5448,93,822
<strong>Luke Harding </strong>,1,929,11,244
<strong>Harriet Sherwood</strong>,1,929,11,244
Dr Geraint Lewis,1,4,0,10
senior fellow,5,14,0,34
Nuffield Trust,3,6,0,21
Martin Campbell,2,9,2,36
Brian&nbsp;Logan,1,49,0,28
Jon Trickett,5,184,4,113
Christopher Priest,2,461,10,122
By <a href="http://www.businessgreen.com/">BusinessGreen</a>,1,3075,19,473
Ann Morgan,1,189,6,39
Stephen Kelly,13,2106,48,912
Steve Winter,1,61,0,17
Anita Bhagwandas,7,223,5,221
Stephen Amidon,1,3,0,8
Lynsey Hanley,10,520,10,450
Rhian Hayward,1,13,0,20
Arundhati Roy,3,8866,30,461
Malcolm Jack,12,370,4,154
Kirsten Broomhall,2,1518,39,529
Rachel Vince (MeteoGroup),2,2,0,41
Liz Gloyn,1,25,0,6
Adam Corner for the <a href="http://www.guardian.co.uk/guardian-professional" title="Guardian Professional Network">Guardian Professional Network</a>,5,35,3,79
Alex Aiken,1,0,0,21
Chris Wilkinson,6,83,4,71
Jane Renton,1,102,1,33
Philip Hensher,8,578,5,251
Dominic Fifield at the Emirates Stadium,7,702,4,391
Carla Alexander,1,22,0,19
Tom Davies,8,102,0,119
Anne Enright,3,126,1,54
Cristian Cabalin,2,1493,3,139
Richard Jolly at Goodison Park,2,2,0,38
Jonny Weeks at the Ricoh Arena,1,16,0,10
Jim Newell,12,228,17,311
Michael Mansfield,9,1069,10,472
Kate Harrad,3,505,12,406
Sid Ryan,2,107,1,50
Brendan Nelson,1,244,1,13
Colin Cram,25,31,1,228
Benjamen Walker,8,947,50,512
Damyanti,4,46,0,46
Bryn,4,46,0,46
Purple Unicorns,4,0,3,37
Roger Browning,2,17,1,22
Joe Prince-Wright,14,76,0,196
Elizabeth Johnstone,1,24,0,0
Malcolm&nbsp;Burgess,1,24,0,0
Edward Shepherd,1,103,5,140
Nic Paton,2,53,0,88
Timothy Garton Ash Berlin,1,107,5,44
Sara Benson,2,69,0,35
Paul Smyth,1,12,0,14
Richard Williams at Stamford Bridge,10,264,3,439
Allison Ogden-Newton,7,73,5,182
Ed Douglas,24,1805,16,791
Madeleine Starr,1,17,0,26
Richard Gibson at Edgbaston,3,3,0,15
Martin Williams,9,1312,17,606
<a href="http://www.museumsassociation.org/home" title="">The Museums Association</a>,2,31,0,44
Jade-Lauren Cawthray,1,18,0,23
Rosie Niven,28,347,5,556
Ed Balls,9,609,5,460
Oliver Burkeman:,1,3,1,11
Tracey Brown,1,156,6,168
Joanna Kavenna,2,13,2,21
Nazry Bahrawi,1,103,0,24
Andrew Roth,6,103,0,155
Sandra Hesten,1,60,0,14
Ian Belcher,4,385,3,126
Heston Blumenthal,3,219,1,42
Sean Reid,4,814,2,60
Christopher Stevens,7,1235,6,302
Ed Halliwell,4,1047,23,411
pinkbookworm,11,57,2,104
Matt Scott at Southwark crown court,3,75,1,22
Ross Griffiths,5,3,0,32
Tal Pavel for Makor Rishon,5,27,0,2
Peter Dawson,6,441,0,214
The Co-operative Group,14,41,0,6
Eric Hilaire,15,5315,82,1056
Richard Evans,1,2,0,10
Jeff Forshaw,5,2362,99,331
Harriet Gibsone,8,1022,25,285
Robert Kitson at the Stadio Olimpico,1,0,0,5
Maria McCaffery,2,16,0,102
Caroline Foley,11,47,4,207
Robert Newman,3,2336,24,549
Katie Mulloy,1,8,1,16
The Register,15,43,12,128
As told to Susan McClelland,1,7,0,19
Nick Molho,1,9,0,82
Sarah Moss,4,57,0,31
Andy Hunter at St Jakob-Park,1,65,0,30
Nick Willson,1,0,0,11
Brian Oliver,3,266,5,142
John Naughton,72,22739,1761,19529
Interview by Amelia Hill,4,259,5,162
Maya Jasanoff,1,8,0,9
Eliza Anyangwe for the <a href="http://www.guardian.co.uk/guardian-professional" title="">Guardian Professional Network</a>,1,66,1,42
Jon Savage,16,2945,38,559
Lita Doolan,1,10,0,6
Sam Wolfson,13,1898,7,630
Tim Hughes,1,64,0,28
Paul Rees at Eden Park,11,203,2,35
Stephen Graham,1,3255,61,915
Eleanor Morgan,26,1683,16,567
Tim Burrows,1,60,0,50
The Guardian Media Network,4,30,0,63
Nadhim Zahawi,1,32,2,28
Judith Flanders,3,42,0,20
Sanjida O'Connell,1,18,0,24
Emily Drabble,19,726,6,627
David James,20,543,8,724
Edzard Ernst,10,5475,95,1397
Dan Jellinek,3,13,0,4
Martin Samuda,1,100,0,19
Brendan Fanning,30,220,7,222
Andy Wilson at Headingley,7,13,0,44
Starburst,4,19,0,24
Carolyn Dempster,1,5,0,0
Martin Paul Eve,4,182,16,257
John Dunford,1,21,0,63
Mark Arnold-Forster,1,1,0,9
Phoenix,1,3,0,10
Emma Brockes,29,24189,325,3919
James Derounian,24,320,13,492
BT MyDonate,9,10,0,18
<a href="http://kiln.it">Kiln</a>,1,790,54,567
John Little,4,25,0,66
David Packman,1,230,1,40
Kevin MacDonald,1,127,1,25
Susan Bradley,1,114,2,53
Jon Land,1,2,2,42
Tom Kingsley,1,4,0,17
Will Sharpe,1,4,0,17
Paul Weaver at St Mary's,1,2,0,8
Adam Corner,1,138,8,126
Eleanor Davis,6,55,0,3
Emily Gravett,1,782,5,132
Kevin Mitchell at Melbourne Park,33,805,5,345
Jennifer Allen,1,101,1,22
Liz Boulter,3,162,3,82
Guardian writers,6,198,1,315
Osman Jama Ali,1,204,0,45
Mohamed Sharif Mohamud,2,303,1,68
Glenn Greenwald,8,7072,257,2196
Kate Carter,34,3937,13,1648
George Dobell,3,0,0,21
Paul Edwards,3,1,0,21
Luisa Dillner,43,2545,37,1380
Andy Wilson at Trent Bridge,18,49,1,103
Véronique Falez,1,12,0,8
Ruth Saxelby,5,256,5,103
Nathan Jeffay,1,554,20,233
Jon Wardle,2,26,3,57
Andrea Hubert,5,233,4,110
John Baron,40,636,8,825
Mark Vlasic,4,310,0,166
Sara Khan,2,838,6,130
Gemma Plumb (meteo group),1,10,0,44
Mo Costandi,20,4352,201,1400
Fielding,6,216,3,147
Joe Arvai  for the <a href="http://www.guardian.co.uk/guardian-professional" title="Guardian Professional Network">Guardian Professional Network</a>,1,14,2,17
Tom Hall,13,665,4,483
Jenny Dawson,1,7,0,3
Jonathan Carr-West,3,5,1,27
Natalie Hardwick,3,294,7,164
Mark Cheng for the <a href="http://www.guardian.co.uk/guardian-professional" title="Guardian Professional Network">Guardian Professional Network</a>,1,65,6,91
Roger Redfern,10,93,0,268
George Hall,80,831,18,825
Matthew de Abaitua,1,100,1,10
Wendy Jones,4,176,5,136
David Walker for the <a href="http://www.guardian.co.uk/guardian-professional" title="Guardian Professional Network">Guardian Professional Network</a>,1,0,0,2
Malik Meer,1,34,0,9
John Marr,1,1,0,6
Sonia Massai,1,98,6,49
Will Nichols for <a href="http://www.businessgreen.com">BusinessGreen</a>,13,319,5,678
Severin Carrell Scotl,4,162,2,205
Michael Meadowcroft,6,24,0,103
Annie Lennox,1,394,5,79
produced by Scott Cawley,52,1575,41,2497
Craig McLean,4,1217,15,159
Daniel Denvir,4,1172,18,192
David Jary,1,2,0,12
John McHugh,1,2,0,12
Neill Nugent,1,2,0,12
Michael Moran,1,2,0,12
Paul Rees at Twickenham,12,59,2,107
Neil O'Brien,1,5,0,35
Nick Crane,1,10,1,15
Mike Selvey at the Dubai International Cricket Stadium,7,217,4,71
Aaron Porter,25,184,11,238
Peter Tatchell,9,2452,24,666
Kate Davies,2,19,1,43
Angela Boris,1,8,2,48
Antonia Senior,5,386,41,1019
Matthew Goodwin,9,3072,30,913
Melanie Henwood,10,162,1,158
John Davies,1,0,0,19
Natasha Onwuemezi,1,27,2,185
Ed Glinert,1,3,0,11
Paul Wilson at St James' Park,4,88,0,206
Adrian Sanders,1,50,0,11
Paul O'Brien,3,11,0,27
Precious Williams,1,97,4,43
Sophia Ignatidou,2,391,14,38
Robert Chesshyre,1,193,10,75
Alex Godfrey,6,677,6,208
Philip Hoare,10,1592,17,674
Steve Coogan,1,305,3,121
Askar Sheibani for the <a href="http://www.guardian.co.uk/guardian-professional" title="Guardian Professional Network">Guardian Professional Network</a>,1,3,0,6
Simon Lucas,7,16,2,106
Cory Doctorow,20,4426,1232,6171
Emil Constantinescu,1,51,1,10
Bradley Wiggins,8,199,7,361
Greg Wood at Chester,3,7,0,26
David Banks,12,292,4,543
Keith Cooper,10,81,0,183
Coops UK,1,28,0,39
Stewart Lansley,3,1381,14,292
Simon Cambers at Wimbledon,26,323,5,23509
Jean Hannah Edelstein,7,1680,20,267
Rosie Goldsmith,1,0,0,12
Petra Kuenkel for the <a href="http://www.guardian.co.uk/guardian-professional" title="Guardian Professional Network">Guardian Professional Network</a>,2,51,0,71
Tania Branigan Beijing,1,8,5,81
Mike Selvey at Lord's,11,115,4,98
Alexis Soloski,13,472,4,278
Ben East,7,685,4,73
Lars Eriksen. Recipes by Boris Buono,1,17,0,27
Debbie&nbsp;Bogard,2,24,2,22
Beverley Cuddy,3,5483,19,661
Jamie Jackson at Reebok Stadium,2,3,0,16
Karen Armstrong,1,596,2,78
Andy Bull (morning session),2,51,1,51
Rob Smyth (afternoon,4,64,1,77
evening session),15,340,17,543
Sean Ingle,24,938,15,554
David Grayson for the <a href="http://www.guardian.co.uk/guardian-professional" title="">Guardian Professional</a> network,1,6,0,14
Lisa Botterill,1,25,0,20
Alan Gillespie,1,62,0,54
Kevin McCarra at White Hart Lane,4,119,1,69
Joe Lovejoy at the Cardiff City Stadium,3,12,0,15
Martin Lukacs,4,12657,65,689
SA Mathieson,37,253,30,957
Unilever,13,80,4,48
Michael Aylwin at The Rec,2,1,0,7
Crazy Maisie Moo,2,2,0,14
Nick Sanderson,1,10,0,25
Peter Collett,4,89,5,81
Jane Artess,1,6,2,68
with Vicky Frost,2,9,0,31
Rachel Obordo,1,91,1,34
Fiona MacLeod,1,14,0,12
Barney Ronay at the Etihad Stadium,2,10,0,35
Hannah Hislop for the <a href="http://www.guardian.co.uk/guardian-professional" title="">Guardian Professional Network</a>,1,6,0,21
Tom Happold,5,113,11,128
Sarah Butler,7,305,6,183
Sara Pantuliano,3,219,1,115
Liu Zhonglin,1,1,0,0
Fu Tao,1,1,0,0
Ding Chunming,1,1,0,0
Joe Muggs,5,3659,21,353
Lottie Longshanks,16,28,0,90
Pat Kane,3,176,7,206
Zahir Irani,1,13,0,18
Richard Rae at Northampton,5,0,0,24
Hilary Nathan,1,2,0,5
Brian Lehrer,1,58,12,35
Matthew Bebbington,1,80,19,100
Arun Gupta,3,3179,33,227
Barry Glendenning (until 1.30pm),1,5,0,24
Moira Young,1,113,4,154
Zahid Torres-Rahman for the <a href="http://www.guardian.co.uk/guardian-professional" title="Guardian Professional Network">Guardian Professional Network</a>,1,102,1,34
Paddy Ashdown,4,652,3,304
Greg Wood at Cheltenham,8,36,0,45
Kelly Rigg,4,394,7,324
Mary Hoffman,4,64,2,71
Wanda O'Brien,1,291,2,3
Deborah Garvie,1,52,1,43
Fatuma Noor,1,172,1,54
Norman Williams,1,18,0,17
Juliette Garside at the Mobile World Congress,1,19,7,113
Margaret Atwood,5,3225,66,673
Anra Kennedy,1,159,1,54
Richard Garside,1,84,0,50
Samba Yonga,1,82,0,27
Oren Gruenbaum,1,3,0,8
Jo Confino for the <a href="http://www.guardian.co.uk/guardian-professional" title="">Guardian Professional Network</a>,5,126,1,117
Georgina Kenyon,3,87,2,75
Chris Woolgar,1,14,0,10
Philip Whiterow,2,7,0,38
Charles Nicholl,4,147,7,75
Mark Kramer for the Guardian Professional Network,1,10,0,39
Jeremy Alexander at Oakwell,1,6,0,19
Jim Mackey,1,0,0,5
Vice,11,3512,3,255
Jean M Auel,1,5,0,5
Mariana Mazzucato,3,169,9,322
Ewan Murray at Ibrox Stadium,2,1,0,12
Nicholas Pritchard,2,19,0,62
Harry Goldstein,1,13,0,61
Lewis K Cooper,11,154,1,252
Stafford Scott,6,8063,21,790
Ana Marie Cox with Jim Geraghty,2,1,0,28
Hanna Hindstrom,7,355,1,63
Edited by Martin Belam,2,5,0,4
Hannah Godfrey,25,8962,287,5163
Bernardine Evaristo,4,387,3,112
John Banville,9,287,11,250
Observer sport staff,1,1,0,11
Paul Kilbey,1,38,0,16
Mike Boxall,2,8,0,59
Sam Clark,4,98,1,41
Mariana Santos,12,14596,423,6904
Diana Cammack,2,344,0,35
Natasha Tripney,10,142,0,77
Rob Taylor,13,39,1,163
Dominic Fifield at Wembley,14,522,1,386
Kevin O'Flynn,8,7779,90,1447
Tacita Dean,2,122,1,61
Philip Ardagh,6,67,0,74
Guardian Film,2,47,0,34
Alex Daye,1,56,0,34
Martin Aston,3,1525,8,123
Nathan Green,16,3680,77,1002
Jonathan Paige,4,313,0,114
Polly Gannaway,1,26,0,26
Nick Micinski,1,0,0,0
Becky Sunshine,1,32,3,43
Anna Stothard,4,417,6,164
Albert Radcliffe,1,17,1,23
John Landis,1,134,1,72
Mario Ambrosi,9,21,0,199
James Denselow,1,478,3,82
Ed Carrasco,3,445,1,78
Simon Jablonski,3,1088,3,157
Ed Yong,6,990,57,445
Sam Chaudhary,1,51,1,34
Firebird,2,19,1,21
Chris Salmon,32,1987,20,1573
Tom Vater,1,490,6,54
Susan Herivel,1,0,0,4
Kiran Flynn,7,325,2,20
Richard Orange,7,3290,22,659
in Svalbard,1,151,17,129
Candice Carty-Williams,4,13,0,51
Jane Dudman for Guardian Professional,1,0,0,6
Magdalena Glowacka,1,157,5,56
Paul Hoskins,2,9,0,52
Kathryn Flett,2,74,11,101
Andy Mulligan,1,8,1,12
Richard Jolly,1,149,1,29
Stephen Emms,1,459,0,101
Marilyn Daish,1,0,0,2
Agnès Poirier,22,1950,34,633
Max de Lotbinière,33,1087,20,587
Edwin Hasler,4,1088,5,65
Christos Tsiolkas,1,158,2,25
Paul Rees at Stade Pierre-Antoine,2,0,0,4
Andy Pietrasik,19,2311,54,668
Kevin Beirne,1,0,0,35
Bridget Coaker,7,169,4,228
Matt Shardlow,13,89,2,356
Paul Mott (MeteoGroup),1,0,0,10
Harriet Swain,21,1987,37,1277
Jenn Ashworth,4,302,7,137
Nathaniel Herzberg,1,92,0,50
Péter Zilahy,1,221,0,14
Chris Miller,3,385,2,102
Miranda July,1,462,3,66
Samantha Callan,1,47,2,29
George Walden,2,36,0,23
Katy Roberts,3,1078,4,566
Merope Mills,4,94,1,189
Anne Karpf,7,1065,13,295
Remi Adekoya,9,829,6,257
Lijia Zhang,8,7119,50,729
Simon Creighton,1,16,0,17
Barry Millington,7,150,0,128
Washington DC,8,8564,119,1717
Lisa Brown,2,1022,29,589
Chris Schiling,1,0,0,8
Nic Fleming,16,7151,93,1434
Barney Ronay at Eton Dorney,2,2,0,18
Mira Katbamna,8,157,0,60
Selection,1,6,0,55
translation by Lizzy Davies,1,6,0,55
Robert Smith,5,628,3,107
Sue Rice,1,0,0,12
SuperEva,6,13,1,77
Becky Allen,1,16,0,1
Matthew Horton,3,194,6,43
Patrick McGuinness,4,386,3,161
Ian Malin at the Madejski Stadium,2,0,0,7
Jon &amp; Mick/Moderntoss.com,1,5,0,0
Sunny Hundal,13,6073,48,1183
Will Storr,3,10663,245,1631
Joe McDonald,1,83,0,17
Beijing,4,356,20,141
Christine Smith,27,100,7,876
Rosie Harper,2,47,0,24
Christa D'Souza,1,223,19,106
Megan Carpentier,11,6768,94,807
Matthew Pennycook,5,208,1,161
Stuart James at the Liberty Stadium,3,164,3,128
Lesley Gillilan,10,973,7,198
Paul Doyle at Upton Park,5,47,0,86
Meghan O'Rourke,2,118,2,64
Siddhartha Deb,3,744,9,132
Isabel Hilton,8,545,15,328
Will Hayler at Cheltenham,15,36,1,113
Bernard Porter,4,87,2,50
Catherine Foster,1,0,0,0
Carrie-Ann Fleming,1,69,0,59
Vítor Hugo Alvarenga,3,19,2,55
<a href="http://www.maisfutebol.iol.pt" title="">Maisfutebol</a>,2,13,2,31
Sue Hodgetts,1,20,1,44
Philip Oltermann,19,2007,53,747
Will Hayler at York,8,10,1,46
Richard Gibson at Headingley,11,32,0,43
Norah Clewes,1,20,0,4
Brendan Carroll,1,20,0,4
Allan Bowman,1,32,0,7
Oliver Laughl,13,3884,39,648
Jonathan Bland,2,99,1,31
Oswin Baker,2,26,1,43
Kate Mosse,1,15,1,36
Huw Bennett,1,48,3,15
John Stoehr,2,163,4,28
Brian Fisher,1,31,2,7
John Elkington for the <a href="http://www.guardian.co.uk/guardian-professional" title="">Guardian Professional Network</a>,2,61,2,200
Joëlle Stolz,2,195,0,78
Bruno Philip,6,681,11,170
Mark Ivory,1,3,0,4
Chris Huhne,1,111,2,127
Mike Small,5,1751,16,307
David Lloyd Owen for the <a href="http://www.guardian.co.uk/guardian-professional" title="Guardian Professional Network">Guardian Professional Network</a>,2,12,0,41
Rosalind English for the <a href="http://ukhumanrightsblog.com/2012/05/29/we-need-to-think-about-kevin/" title="">UK Human Rights Blog</a>,1,215,12,82
Ratna Lachman,5,172,2,126
Melody Hossaini,10,0,0,0
Christine Ottery,2,398,4,163
Alisa Tang,2,81,1,64
Kelly Donaldson,1,56,0,30
"سوماس ميلن",1,38,0,4
Stuart Goodwin,13,156,0,76
David Powell,1,18,0,30
Hugh Jones for the <a href="http://www.guardian.co.uk/guardian-professional?INTCMP=SRCH" title="">Guardian Professional Network</a>,1,15,0,22
Dr James Taplin for the <a href="http://www.guardian.co.uk/guardian-professional" title="Guardian Professional Network">Guardian Professional Network</a>,1,4,1,11
Michael Aylwin,27,106,1,131
Jonathan Weiler,1,115,3,12
Peter Beresford,20,2493,24,748
Ben Lewis,2,264,4,101
Lisa Marks,8,296,1,322
James Fassinger,2,746,2,115
Martin Adeney,4,338,1,98
Barney Ronay at the Arena Lviv,1,27,1,22
Richard Williams at Wembley,8,307,4,270
Dianne Thomas,1,29,0,34
Pavan Sukhdev for the <a href="http://www.guardian.co.uk/guardian-professional" title="">Guardian Professional Network</a>,1,140,0,53
Kiloh Falby Clark,2,59,2,95
Elizabeth Norton,1,236,0,50
Richard Rae at King Power Stadium,3,30,0,28
Ben Caldecott,5,229,10,311
Prune Antoine,2,340,1,27
Stefan Stern,8,126,4,350
Josh Lacey,5,75,1,77
Rick Gekoski,15,2124,52,946
Eric Brown,12,380,12,197
Janette Owen,12,611,5,467
Jan-Werner Mueller,3,149,2,74
David Roodman,1,34,2,31
Owen Barder,2,133,4,170
Sam Delaney,7,599,10,260
Susie Orbach,4,990,6,366
Sally Whittle,4,67,0,83
Barney Ronay at Dubai International Cricket Stadium,1,4,1,6
Maureen Paton,6,453,6,182
Melanie Teff,1,142,5,72
Tim Anderson,6,268,96,700
Sarah,1,0,0,0
Carrie Martin,1,0,0,0
Paul Wilson at Britannia Stadium,3,20,2,42
Colin Fancy,1,53,0,19
James Walsh &amp; Jack Arnott,1,3,0,39
Angus,4,73,0,32
Isobel,4,73,0,32
Nadira Isaeva,1,16,0,25
People's panel,2,21,0,35
John&nbsp;Robinson,4,4,0,26
Phelim&nbsp;O'Neill,2,2,0,8
David Gollancz,1,69,2,34
Frank Dobson,1,36,1,25
Cornelia Funke,1,149,0,100
Joan McAlpine,2,58,0,26
Peers,1,24,0,24
Matt Gemmell,1,38,20,304
Elif Batuman,1,3,0,3
Shiona Tregaskis,8,2453,10,822
James Munro,2,31,0,77
Paul Rees at Welford Road,8,14,0,26
with interviews by Kathy Sweeney,1,10199,10,82
Deborah Davies,1,201,2,15
Stephanie Reeves,1,15,1,10
Matt Porter,1,15,1,10
Susie Stubbs,1,15,1,10
Robert Campbell,1,15,1,10
Robert Kitson at Kings Park,1,6,0,5
Colette Bernhardt &amp; Stuart Goodwin,7,29,1,104
Karen Greenberg,5,250,3,94
Alfred Hicking,1,15,0,5
Lone Frank,1,83,0,35
Martin McKee,1,10,0,19
David Skelton,4,347,0,183
Andy Bull (morning,13,181,10,449
evening sessions),10,147,10,328
Rob Smyth (afternoon session),10,151,10,305
Martin Wright for the <a href="http://www.guardian.co.uk/guardian-professional" title="Guardian Professional Network">Guardian Professional Network</a>,4,103,9,133
Nicola Clark,9,3090,11,809
Joseph Foley,3,34,0,47
Will Hayler at Kempton,2,29,0,15
Anthony Hayward,18,425,7,397
Chloe McCloskey,1,106,1,75
The Gentle Author,4,158,3,169
The Greenwich Phantom,1,106,1,75
